trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
456,False,"{'e': 0.010462058943426795, 'a': 0.1}",30,18,23.401913273981563,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
457,False,"{'e': 0.010357959717613696, 'a': 0.1}",20,16,8.80556576598062,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
458,False,"{'e': 0.010254896296404022, 'a': 0.1}",20,12,16.36642434490482,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
459,False,"{'e': 0.010152858373369763, 'a': 0.1}",30,24,10.43359980918343,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
460,False,"{'e': 0.010051835744633576, 'a': 0.1}",20,15,8.306279965118504,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
461,False,"{'e': 0.00995181830784842, 'a': 0.1}",20,0,34.519353726129275,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'e': 0, 'a': 0}",30,23,12.94878732640073,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'e': 0, 'a': 0}",20,6,21.68274935975956,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'e': 0, 'a': 0}",20,7,22.80628882157546,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'e': 0, 'a': 0}",25,17,17.69537125642116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'e': 0, 'a': 0}",25,18,12.8261050551424,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'e': 0, 'a': 0}",20,14,14.158665906655067,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'e': 0, 'a': 0}",25,12,24.939499923243527,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'e': 0, 'a': 0}",25,13,20.71939356344915,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'e': 0, 'a': 0}",20,8,21.048778636132848,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
10,True,"{'e': 0, 'a': 0}",25,3,37.202701940080864,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
11,True,"{'e': 0, 'a': 0}",20,8,19.612044174477266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
12,True,"{'e': 0, 'a': 0}",25,11,24.178321320260107,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
13,True,"{'e': 0, 'a': 0}",25,17,16.715547032510084,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
14,True,"{'e': 0, 'a': 0}",20,11,16.13440461082543,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
15,True,"{'e': 0, 'a': 0}",20,16,6.532701765783215,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
16,True,"{'e': 0, 'a': 0}",30,17,24.768814721502924,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
17,True,"{'e': 0, 'a': 0}",20,0,24.607338151417256,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
18,True,"{'e': 0, 'a': 0}",20,14,9.258141536376364,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
19,True,"{'e': 0, 'a': 0}",25,16,15.503544999937851,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
20,True,"{'e': 0, 'a': 0}",20,8,18.336912245941104,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
21,True,"{'e': 0, 'a': 0}",25,19,10.097897484010382,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
22,True,"{'e': 0, 'a': 0}",20,16,6.999996904239646,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
23,True,"{'e': 0, 'a': 0}",30,20,16.536661278331675,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
24,True,"{'e': 0, 'a': 0}",20,16,8.380972254096086,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
25,True,"{'e': 0, 'a': 0}",20,16,8.360993135167329,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
26,True,"{'e': 0, 'a': 0}",20,10,21.42854425281344,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
27,True,"{'e': 0, 'a': 0}",30,21,15.234060767129236,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
28,True,"{'e': 0, 'a': 0}",25,0,32.556511562701516,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
29,True,"{'e': 0, 'a': 0}",25,13,22.771846430497412,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
30,True,"{'e': 0, 'a': 0}",20,15,9.382872283095114,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
